year,month,day,creator,cityFrom,coordinatesFrom,regionFrom,countryFrom,addressees,cityTo,coordinatesTo,regionTo,countryTo,destination,flags,language,peopleMentioned
1642,10,21,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",,,,Addressee INFERRED. ~ Destination INFERRED.,Latin,"Hartlib, Samuel ~ Hübner, Joachim ~ Hotton, Goddofred ~ de Geer, Louis ~ Matthiae, Johannes ~ Saubert, Johann ~ Figulus, Petr ~ Rossignol, Antoine ~ Nigrin, Bartholomaeus ~ Niclassius, Wojciech ~ Władysław IV Vasa, King of Poland"
1642,11,28,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"de Geer, Louis ~ Sepelius, M. (fl. 1642)"
1642,12,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"de Geer, Louis ~ Figulus, Petr"
1642,8,29,"Rossignol, Antoine",Paris,"48.85341, 2.3488",Île-de-France,France,"CCCCCC",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Hübner, Joachim ~ Seneva, St Roman de (fl. 1642)"
1642,8,19,"CCCCCC",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,,Latin,"de Geer, Louis ~ Matthiae, Johannes"
1642,9,22,"CCCCCC",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Skytte, Johan",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Jung, Joachim ~ Tasse, Johann Adolf ~ de Geer, Louis ~ Salvius, Johan Adler"
1642,9,16,"CCCCCC",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,,Latin,
1642,9,18,"Raue, Johann",Söro,"55.43184, 11.55547",Zealand,Denmark,"CCCCCC",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"Mochinger, Johann ~ Gruterus, Janus ~ Vossius, Gerardus Joannes ~ Nihusius, Bartholdus ~ Raue, Johann ~ Heereboord, Adriaan ~ Lang, Josephus ~ Crésol, Louis ~ Caussin, Nicolas ~ Magirus, Tobias"
1642,11,28,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"Matthiae, Johannes ~ Cyrillus, Paul (fl. 1642-58) ~ Hübner, Joachim ~ Hartlib, Samuel ~ de Geer, Louis ~ Nigrin, Daniel ~ Petreus, Daniel (fl. 1642)"
1642,10,13,"CCCCCC",Barösund,"58.18333, 16.89972",Östergötland,Sweden,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Origin UNCERTAIN. (Origin as marked: Barsundae) ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Wolzogen, Johann from Missingdorf"
1642,4,16,"CCCCCC",London,"51.50853, -0.12574",England,,Consistory of London Dutch Church (fl. 1642),London,"51.50853, -0.12574",England,,,,German,
1642,4,19,"Seneva, St Roman de (fl. 1642)",Hamburg,"53.57532, 10.01534",Hamburg,Germany,"CCCCCC",London,"51.50853, -0.12574",England,,,Destination INFERRED. Destination UNCERTAIN.,"French, Latin (translation)","Richelieu, Alphonse-Louis du Plessis (Cardinal de) ~ Rossignol, Antoine ~ Moriaen, Johann"
1642,7,13,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Addressee INFERRED.,Latin,"de Geer, Louis ~ Rülz, Johann ~ Hotton, Goddofred ~ Freinshem, Johann ~ Andreae, Johann Valentin ~ Bodin, Elias ~ Rittangel, Johann Stephan ~ Buddaeus, Niels aus Nerike ~ Boe, Sylvius de la"
1642,9,21,"CCCCCC",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Jung, Joachim",Hamburg,"53.57532, 10.01534",Hamburg,Germany,,,Latin,"Jung, Joachim ~ Tasse, Johann Adolf ~ Oxenstierna, Axel (Count) ~ Skytte, Johan ~ Salvius, Johan Adler"
1642,2,6,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Hübner, Joachim ~ Mersenne, Marin ~ de Geer, Louis ~ Haak, Theodor"
1642,3,14,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Bisterfeld, Johann Heinrich ~ de Geer, Louis ~ Dury, John ~ Hartlib, Samuel ~ Hotton, Goddofred"
1642,4,11,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis"
1642,4,18,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Matthiae, Johannes ~ Christina, Queen of Sweden ~ Rittangel, Johann Stephan ~ Dury, John ~ Hartlib, Samuel ~ de Geer, Louis"
1642,5,9,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Matthiae, Johannes ~ de Geer, Laurentius"
1642,12,10,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Laurentius ~ Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Hotton, Goddofred ~ Moriaen, Johann ~ Rülz, Johann ~ de Geer, Laurentius ~ de Geer, Louis"
1643,6,30,"CCCCCC",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,
1643,6,29,"CCCCCC",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Oxenstierna, Axel (Count)",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"Oxenstierna, Axel (Count) ~ Matthiae, Johannes"
1643,7,5,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Figulus, Petr",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"Nigrin, Bartholomaeus ~ Figulus, Petr"
1643,7,16,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Figulus, Petr",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"Nigrin, Bartholomaeus ~ CCCCCC ~ Schönhof, Gregor ~ Mylius, Michael"
1643,10,8,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,,Latin,"Matthiae, Johannes ~ Christina, Queen of Sweden ~ Friderici, Bartholomaeus (fl. 1643)"
1643,4,21,"CCCCCC",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,,"Ancient Greek (words), Latin","de Geer, Louis ~ Nigrin, Bartholomaeus ~ Clemens, Abraham (mentioned 1643-50)"
1643,6,28,"CCCCCC",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Addressee INFERRED. ~ Destination INFERRED.,Latin,"Figulus, Petr"
1643,9,28,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis ~ Matthiae, Johannes ~ Oxenstierna, Axel (Count) ~ Andreae, Tobias ~ Andreae, Ernst ~ Nigrin, Bartholomaeus ~ Figulus, Petr ~ Komenská, Zuzana"
1643,10,8,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"Magni, Valerian ~ Kozák, Johann Sophronius (fl. 1645-47) ~ Figulus, Petr ~ Wolzogen, Johann from Missingdorf ~ de Geer, Louis ~ Olyrius, Wratislaw (fl. 1642) ~ Hotton, Goddofred ~ Hartlib, Samuel ~ Matthiae, Johannes ~ Jung, Joachim ~ Tasse, Johann Adolf ~ Clemens, Abraham (mentioned 1643-50) ~ Zamorski, Melchior (fl. 1643)"
1643,11,17,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf ~ de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis ~ Matthiae, Johannes ~ Oxenstierna, Axel (Count)"
1643,5,24,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Calandrine, Cesar (fl. 1633-47) ~ Beeck, Philip Op de",London,"51.50853, -0.12574",England,,,,Latin,
1643,6,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Jung, Joachim",Hamburg,"53.57532, 10.01534",Hamburg,Germany,,,Latin,"Jung, Joachim ~ Kozák, Johann Sophronius (fl. 1645-47) ~ Tasse, Johann Adolf"
1643,6,2,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Ernst",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,,Latin,"Dohna, Achatius de (1581-1647) ~ de Geer, Louis ~ Andreae, Tobias ~ Caesar, Johan (fl. 1643)"
1643,10,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Ernst",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. Origin UNCERTAIN.,Latin,"Hünefeld, Andreas ~ Kregel, Johann ~ Andreae, Tobias ~ Coy (fl. 1643) ~ Slakius (fl. 1643)"
1643,4,20,"CCCCCC",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Nigrin, Bartholomaeus",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Author/sender INFERRED. Author/sender UNCERTAIN. ~ Destination INFERRED.,Latin,"Nigrin, Bartholomaeus ~ Magni, Valerian ~ Bellarmino, Roberto Francesco Romolo ~ Pisanus, Alphons ~ Piccolomini, Aenea Sylvio ~ Condulmer, Gabriele ~ Caranzza, Bartolomé ~ Baronio, Caesare"
1643,7,12,"CCCCCC",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Nigrin, Bartholomaeus",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Author/sender INFERRED. Author/sender UNCERTAIN. ~ Destination INFERRED.,Latin,"Nigrin, Bartholomaeus ~ Servetus, Michael"
1643,1,9,"Bisterfeld, Johann Heinrich",Alba Iulia,"46.06667, 23.58333",Judeţul Alba,(Principality of Transylvania) Romania,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,,Latin,"Hübner, Joachim ~ Hartlib, Samuel ~ Niclassius, Wojciech ~ Rülz, Johann ~ Rákóczi, György II ~ Rákóczi, György I ~ Heereboord, Adriaan ~ Socinus, Faustus ~ Ferdinand III ~ Veresegyházy (fl. 1643)"
1643,5,20,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Bisterfeld, Johann Heinrich",Alba Iulia,"46.06667, 23.58333",Judeţul Alba,(Principality of Transylvania) Romania,,,Latin,Veresegyházy (fl. 1643)
1644,11,28,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Matthiae, Johannes ~ de Geer, Louis ~ Magni, Valerian ~ Nigrin, Bartholomaeus ~ CCCCCC ~ Pamphili, Giovanni Battista ~ Władysław IV Vasa, King of Poland ~ Lubieński, Maciej ~ Christina, Queen of Sweden ~ Oxenstierna, Axel (Count) ~ von Schönaich (family)"
1644,8,22,"CCCCCC",Lüneburg,"53.25, 10.4",(Lower Saxon Imperial Circle) Lower Saxony,Germany,"Andreae, Johann Valentin",Stuttgart,"48.78232, 9.17702",Baden-Württemberg,(Swabian Imperial Circle) Germany,,Destination UNCERTAIN.,Latin,"Stern, Johann ~ Brunswick-Lüneburg, Augustus (the younger)"
1644,11,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,,Latin,"Matthiae, Johannes"
1644,11,29,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis ~ Raue, Johann ~ Ritschl, Georg ~ Wolzogen, Johann from Missingdorf"
1644,12,1,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"Hotton, Goddofred ~ de Geer, Louis ~ Wolzogen, Johann from Missingdorf ~ Kozák, Johann Sophronius (fl. 1645-47) ~ Raue, Johann ~ Ritschl, Georg"
1644,3,17,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Tobias",Groningen,"53.21917, 6.56667",Groningen,(United Provinces) Netherlands,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Andreae, Tobias"
1644,8,16,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Tobias",Groningen,"53.21917, 6.56667",Groningen,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ Hotton, Goddofred ~ Nigrin, Bartholomaeus"
1644,3,17,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Ernst",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED.,Latin,"Andreae, Tobias ~ Caesar, Johan (fl. 1643) ~ Figulus, Petr"
1644,3,23,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,
1644,9,23,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Vechner, David"
1644,11,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Destination INFERRED.,Latin,"Hulsius, Levin ~ Cneuffel, Andrzej"
1644,3,17,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Wolzogen, Johann from Missingdorf ~ Hotton, Goddofred ~ Oxenstierna, Axel (Count)"
1644,6,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Kozák, Johann Sophronius (fl. 1645-47)"
1644,9,28,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Hotton, Goddofred ~ de Geer, Louis ~ Nigrin, Bartholomaeus ~ Alsted, Johann Heinrich ~ Kozák, Johann Sophronius (fl. 1645-47)"
1644,9,28,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ Figulus, Petr ~ Hotton, Goddofred"
1644,11,9,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Hotton, Goddofred ~ de Geer, Louis ~ Ritschl, Georg ~ Raue, Johann"
1645,9,24,"CCCCCC",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Kinner, Cyprian",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Zimmermann, Peter (fl. 1645-47) ~ Hartmann, Adam"
1645,10,12,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"Matthiae, Johannes ~ de Geer, Louis ~ von Schönaich (family) ~ Oxenstierna, Axel (Count) ~ Christina, Queen of Sweden ~ Władysław IV Vasa, King of Poland"
1645,4,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis"
1645,5,25,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis"
1645,6,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis ~ Kinner, Cyprian ~ Keyser, Henrik"
1645,10,12,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis ~ Kinner, Cyprian"
1645,2,6,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Gertich, Martin ~ Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED. Destination UNCERTAIN.,Latin,"Hartmann, Adam Samuel ~ Radziwiłł, Janusz ~ Dönhoff, Gerhard ~ Episcopius, Daniel"
1645,2,8,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Descartes, René"
1645,1,13,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,,Latin,"Hevelius, Johannes ~ Crüger, Peter"
1645,10,24,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,2,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,11,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,14,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,21,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,25,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,29,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,11,30,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,12,1,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1645,2,19,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Hulsius, Levin"
1645,4,19,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,
1645,7,14,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,"de Geer, Louis ~ Calepinus, Ambrosius ~ Knapski, Grzegorz"
1645,5,22,"CCCCCC",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,
1645,8,28,"CCCCCC",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,"de Geer, Louis"
1645,8,30,"CCCCCC",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED. Destination UNCERTAIN.,Latin,"Ritschl, Georg ~ de Geer, Louis"
1645,9,6,"CCCCCC",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Destination INFERRED.,Latin,"Hartmann, Adam"
1645,4,6,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Origin INFERRED.,Latin,"Hartmann, Adam ~ Cneuffel, Andrzej"
1645,6,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Ritschl, Georg ~ Bornitz, Jacob ~ Hartlib, Samuel"
