year,month,day,creator,cityFrom,coordinatesFrom,regionFrom,countryFrom,addressees,cityTo,coordinatesTo,regionTo,countryTo,destination,flags,language,peopleMentioned
1665,10,20,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",The Hague,"52.07667, 4.29861",South Holland,(United Provinces) Netherlands,,,"German, Latin",
1665,10,30,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",The Hague,"52.07667, 4.29861",South Holland,(United Provinces) Netherlands,,,"German, Latin","Rülz, Johann ~ Alexander VII ~Louis XIV, King of France ~ Ruyter, Michiel Adriaenszoon de ~ Aubigny, Prince de"
1665,3,4,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Hiram, Tobias (mentioned 1662-70) ~ de Geer, Laurentius ~ Pelt, Johan (fl. 1664) ~ 5th Earl of Pembroke, Philip Herbert ~ Kales, Lukáš (fl. 1665-67)"
1666,6,1,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,,,German,"Ulrich, Johann Jacob ~ de Geer, Laurentius ~ Cominges, Gaston Jean Baptiste, comte de"
1666,6,1,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Ulrich, Johann Jacob",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,,,German,"Redinger, Johannes Jacob ~ Drabík, Mikuláš ~ Bisterfeld, Johann Heinrich"
1666,4,15,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",Paris,"48.85341, 2.3488",Île-de-France,France,,,"German, Latin","Drabík, Mikuláš ~ Cominges, Gaston Jean Baptiste, comte de ~ Koch, David (fl. 1666) ~ Berckhoffer (fl. 1666-68)"
1666,4,19,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",Paris,"48.85341, 2.3488",Île-de-France,France,,,"German, Latin","Drabík, Mikuláš ~Louis XIV, King of France ~ Cominges, Gaston Jean Baptiste, comte de ~ Hardouin de Péréfixe de Beaumont, Paul-Philippe"
1666,5,12,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Cominges, Gaston Jean Baptiste, comte de",Paris,"48.85341, 2.3488",Île-de-France,France,,,Latin,"Redinger, Johannes Jacob ~ Drabík, Mikuláš"
1666,5,13,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Redinger, Johannes Jacob",Paris,"48.85341, 2.3488",Île-de-France,France,,,"German, Latin","de Geer, Laurentius ~Louis XIV, King of France ~ Ulrich, Johann Jacob ~ Cominges, Gaston Jean Baptiste, comte de ~ Hardouin de Péréfixe de Beaumont, Paul-Philippe ~ Koch, David (fl. 1666)"
1666,2,25,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Oldenburg, Henry",London,"51.50853, -0.12574",England,,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Polemann, Joachim (fl. 1653-61) ~ Kandi, Shahin (fl. 1667)"
1666,11,16,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Gertich, Mikołaj",Legnica,"51.21006, 16.1619",Legnica Voivodeship,(Lower Silesia) Poland,,Origin INFERRED. Origin UNCERTAIN.,"German, Latin, Polish (words)","de Geer, Laurentius ~ Rülz, Johann ~ Bythner, Johannes ~ Schmettau, Heinrich ~ Komenský, Daniel ~ Hartmann, Paul ~ Nigrin, Kristián Vladislav ~ de Geer, Stephan ~ Felinus, Timotheus (fl. 1666) ~ Cassius, David (mentioned 1649-69) ~ Cornu, Johannes (mentioned 1666)"
1666,11,16,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Gertich, Mikołaj",Legnica,"51.21006, 16.1619",Legnica Voivodeship,(Lower Silesia) Poland,,Addressee INFERRED. ~ Destination INFERRED.,"German, Latin, Polish","Rülz, Johann ~ de Geer, Stephan ~ Bythner, Johannes ~ Hartmann, Paul ~ de Geer, Laurentius ~ Schmettau, Heinrich ~ Komenský, Daniel ~ Nigrin, Kristián Vladislav ~ Felinus, Timotheus (fl. 1666) ~ Cassius, David (mentioned 1649-69) ~ Cornu, Johannes (mentioned 1666)"
1666,4,27,"Horn, Johann Michael",Leiden,"52.15833, 4.49306",South Holland,Netherlands,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1666,1,20,"Schlezer, Johann Friedrich",Frankfurt am Main,"50.11667, 8.68333",(Upper Rhenish Imperial Circle) Hesse,Germany,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,French,
1666,8,8,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"de Geer, Gerhard",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Laurentius"
1667,1,20,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,,Czech,"de Geer, Stephan ~ Junius, Samuel ~ Figulus, Petr ~ Vetter, Daniel (fl. 1663) ~ Hiram, Tobias (mentioned 1662-70) ~ Schmettau, Heinrich ~ Vindisch, Jan (fl. 1657-67) ~ 5th Earl of Pembroke, Philip Herbert ~ Nigrin, Kristián Vladislav ~ Komenský, Daniel ~ Redinger, Johannes Jacob"
1667,7,12,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Cassius, David (mentioned 1649-69) ~ Pelt, Johan (fl. 1664) ~ de Geer, Stephan ~ de Geer, Gerhard ~ 5th Earl of Pembroke, Philip Herbert ~ Nigrin, Kristián Vladislav ~ Charles II, King of England, Scotland, and Ireland ~ de Geer, Laurentius ~ Hiram, Tobias (mentioned 1662-70) ~ Junius, Samuel"
1667,1,8,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,
1667,10,29,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1667,10,30,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1667,11,6,"Fabricius, Johann Ludwig",Heidelberg,"49.40768, 8.69079",Baden-Württemberg,(Electoral Rhenisch Imperial Circle) Germany,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Poniatowska, Christina"
1668,9,19,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Nigrin, Kristián Vladislav",Paris,"48.85341, 2.3488",Île-de-France,France,,,Latin,"Nigrin, Kristián Vladislav ~ Hesenthaler, Magnus ~ Cassius, David (mentioned 1649-69)"
1668,5,17,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Oldenburg, Henry",London,"51.50853, -0.12574",England,,,Destination INFERRED.,Latin,"Oldenburg, Henry ~ Wilkins, John ~ Serrarius, Petrus ~ Brouncker, William"
1668,1,31,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Gertich, Mikołaj",Legnica,"51.21006, 16.1619",Legnica Voivodeship,(Lower Silesia) Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Gertich, Mikołaj ~ Hartmann, Paul ~ Rupert, Prince and count palatine of the Rhine ~ de Geer, Stephan"
1668,3,10,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Pelt, Johan (fl. 1664) ~ Friedrich Wilhelm I ~ 5th Earl of Pembroke, Philip Herbert ~ Junius, Samuel ~ Kales, Lukáš (fl. 1665-67)"
1668,4,13,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,The Royal Society,Arundel House,"51.51216, -0.11639",Strand,London,,Destination INFERRED.,"Ancient Greek (words), Latin","Bacon, Francis ~ Charles II, King of England, Scotland, and Ireland"
1668,6,25,"Bythner, Johannes",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Author/sender INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Stephan ~ John II Casimir Vasa, King of Poland"
1668,3,25,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Cort, Christiaan de",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Date of work INFERRED. ~ Addressee INFERRED. (Addressee as marked: C.C.) ~ Destination INFERRED.,Latin,"Bourignon, Antoinette"
1668,3,30,"Bourignon, Antoinette",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,,
1669,7,21,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Ott, Johann Heinrich",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,,Destination INFERRED.,Latin,"Elzevier, Lowijs III ~ Janssonius Waesbergen, Johannes ~ Baronio, Caesare ~ Blondel, David, 1591-1655 ~ Dury, John ~ Serrarius, Petrus"
1669,3,27,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Almeloveen, Jan van",Mijdrecht,"52.20667, 4.8625",Netherlands,,,Destination INFERRED.,Latin,
1669,2,5,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,,Latin,"de Geer, Stephan ~ Cassius, David (mentioned 1649-69) ~ Vetter, Daniel ~ Hartmann, Paul ~ Kopidlanský, Jan Teofil ~ de Geer, Gerhard ~ Gertich, Mikołaj"
1669,3,14,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Bythner, Johannes ~ Hartmann, Adam Samuel",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED.,Latin,"Vetter, Daniel ~ Cassius, David (mentioned 1649-69)"
1669,1,14,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Hiram, Tobias (mentioned 1662-70) ~ de Geer, Stephan ~ Pelt, Johan (fl. 1664) ~ Junius, Samuel ~ de Geer, Gerhard ~ Reisner (fl. 1669)"
1669,4,9,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Pelt, Johan (fl. 1664) ~ Reisner (fl. 1669) ~ 5th Earl of Pembroke, Philip Herbert ~ Polemann, Joachim (fl. 1653-61) ~ de Geer, Stephan ~ Cassius, David (mentioned 1649-69) ~ Kalinka, Joachim"
1669,4,13,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Raue, Johann",Berlin,"52.52437, 13.41053",Berlin,Germany,,Destination INFERRED.,Latin,"Hesenthaler, Magnus ~ Raue, Johann ~ Vechner, David ~ Cassius, David (mentioned 1649-69) ~ Blaeu, Joannes Janszoon ~ Schoff, Henricus (fl. 1669) ~ Johann Georg II, Prince Elector of Saxony ~ Frederick III, King of Denmark and Norway ~ Christian Albrecht, Duke of Holstein-Gottorp"
1669,6,9,"Ott, Johann Heinrich",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"Uzinger, Friedrich Johann (fl. 1669) ~ Keller, Johann Conrad (f. 1669) ~ Brunner, Johann Caspar (fl. 1669) ~ Baronio, Caesare ~ Dury, John ~ Heidegger, Johann Heinrich ~ Blondel, David, 1591-1655 ~ Dallaeus, Joannes ~ Zesen, Philipp von"
1669,1,6,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,,Latin,"de Geer, Stephan ~ Gertich, Mikołaj ~ Schmettau (family) ~ Cassius, David (mentioned 1649-69)"
1669,3,8,"Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Author/sender INFERRED. ~ Origin INFERRED. ~ Destination INFERRED.,Latin,"Gertich, Mikołaj ~ Cassius, David (mentioned 1649-69) ~ Schmettau (family) ~ Hartmann, Adam Samuel"
1670,2,10,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,Brethren Priests,Upper Hungary,0,,,,Destination INFERRED.,Czech,"Serrarius, Petrus ~ Figulus, Petr ~ Hartmann, Paul ~ Tobianus, Jan ~ Junius, Samuel ~ Radziwiłł, Bogusław ~ Chodníček, Jan ~ Cocceius, Johann ~ Chmelík, Tomáš (fl. 1670) ~ Herbert, Philip ~ Felín, Jan ~ Schmettau, Heinrich ~ Luther, Martin ~ Milíč z Kroměříže, Jan ~ z Janova, Matěj ~ Pražský, Lukáš"
1670,2,18,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Pelt, Johan (fl. 1664) ~ 5th Earl of Pembroke, Philip Herbert ~ Junius, Samuel"
1670,5,13,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"de Geer, Stephan ~ Hiram, Tobias (mentioned 1662-70)"
1670,11,2,"CCCCCC",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Drabík, Mikuláš",Lednica,"49.10615, 18.21592",(Upper Hungary) Slovakia,,,,Czech,"Junius, Samuel ~ Hiram, Tobias (mentioned 1662-70)"
